Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
04/13/2019 12,32.58,46.29,9507
04/13/2019 13,32.58,46.27,9486
04/13/2019 14,32.58,46.26,9448
04/13/2019 15,30.04,46.24,9397
04/13/2019 16,30.22,46.23,9409
04/13/2019 17,32.46,46.23,9423
04/13/2019 18,32.58,46.23,9432
04/13/2019 19,32.49,46.23,9274
04/13/2019 20,32.58,46.23,9236
04/13/2019 21,32.59,46.23,9341
04/13/2019 22,32.59,46.23,9429
04/13/2019 23,31.09,46.23,9258
04/13/2019 24,32.62,46.23,9073
04/14/2019 01,29.07,46.22,8881
04/14/2019 02,28.47,46.22,8762
04/14/2019 03,28.23,46.21,8700
04/14/2019 04,26.32,46.2,8656
04/14/2019 05,26.85,46.19,8678
04/14/2019 06,26.86,46.19,8742
04/14/2019 07,28.34,46.18,8839
04/14/2019 08,27.13,46.17,8960
04/14/2019 09,27.52,46.16,9147
04/14/2019 10,29.4,46.14,9329
04/14/2019 11,28.46,46.12,9418
04/14/2019 12,28.47,46.09,9464
04/14/2019 13,31.66,46.07,9510
04/14/2019 14,28.44,46.04,9504
04/14/2019 15,31.47,46,9463
04/14/2019 16,30.05,45.96,9469
04/14/2019 17,29.59,45.94,9559
04/14/2019 18,32.4,45.92,9630
04/14/2019 19,32.59,45.92,9559
04/14/2019 20,32.59,45.91,9465
04/14/2019 21,32.59,45.89,9517
04/14/2019 22,32.58,45.88,9551
04/14/2019 23,30.07,45.86,9289
04/14/2019 24,28.47,45.65,9013
04/15/2019 01,28.47,45.63,8863
04/15/2019 02,28.37,45.61,8722
04/15/2019 03,28.46,45.59,8648
04/15/2019 04,28.46,45.57,8661
04/15/2019 05,28.47,45.56,8735
04/15/2019 06,31.78,45.55,8992
04/15/2019 07,32.59,45.54,9401
04/15/2019 08,33.57,45.53,9769
04/15/2019 09,36.3,45.52,9836
04/15/2019 10,33.56,45.52,9855
04/15/2019 11,33.57,45.51,9845
04/15/2019 12,33.57,45.5,9832
04/15/2019 13,32.59,45.49,9837
04/15/2019 14,32.59,45.49,9816
04/15/2019 15,32.59,45.49,9784
04/15/2019 16,32.74,45.49,9807
04/15/2019 17,33.56,45.47,9801
04/15/2019 18,33.56,45.46,9785
04/15/2019 19,33.56,45.44,9598
04/15/2019 20,33.56,45.43,9577
04/15/2019 21,33.56,45.41,9622
04/15/2019 22,33.57,45.4,9680
04/15/2019 23,33.57,45.38,9428
04/15/2019 24,33.56,45.37,9077
04/16/2019 01,32.8,45.37,8705
04/16/2019 02,32.59,45.36,8573
04/16/2019 03,32.59,45.36,8565
04/16/2019 04,32.59,45.36,8564
04/16/2019 05,32.82,45.36,8725
04/16/2019 06,33.56,45.35,9020
04/16/2019 07,44.35,45.36,9429
04/16/2019 08,44.1,45.37,9696
04/16/2019 09,59.4,45.41,9789
04/16/2019 10,78.61,45.46,9775
04/16/2019 11,81.08,45.51,9812
04/16/2019 12,75.64,45.55,9782
04/16/2019 13,57.54,45.57,9740
04/16/2019 14,46.24,45.57,9793
04/16/2019 15,33.57,45.55,9765
04/16/2019 16,33.56,45.54,9766
04/16/2019 17,33.56,45.53,9795
04/16/2019 18,32.8,45.52,9754
04/16/2019 19,30.8,45.5,9648
04/16/2019 20,32.55,45.48,9637
04/16/2019 21,29.84,45.46,9709
04/16/2019 22,31.43,45.44,9713
04/16/2019 23,31.15,45.44,9429
04/16/2019 24,28.15,45.43,9100
04/17/2019 01,28.46,45.42,8883
04/17/2019 02,28.46,45.42,8752
04/17/2019 03,28.3,45.41,8692
04/17/2019 04,28.32,45.4,8644
04/17/2019 05,28.46,45.4,8671
04/17/2019 06,28.46,45.39,8851
04/17/2019 07,32.56,45.38,9207
04/17/2019 08,32.58,45.36,9515
04/17/2019 09,32.59,45.35,9644
04/17/2019 10,32.59,45.34,9653
04/17/2019 11,32.59,45.32,9681
04/17/2019 12,32.58,45.3,9645
04/17/2019 13,30.84,45.28,9637
04/17/2019 14,31.03,45.26,9674
04/17/2019 15,28.8,45.24,9645
04/17/2019 16,31.56,45.22,9672
04/17/2019 17,31.43,45.17,9704
04/17/2019 18,28.46,45.14,9643
04/17/2019 19,27.18,45.12,9520
04/17/2019 20,28.37,45.09,9480
04/17/2019 21,29.27,45.06,9450
04/17/2019 22,28.47,45.03,9472
04/17/2019 23,29.57,45,9199
04/17/2019 24,32.66,44.99,8915
04/18/2019 01,32.58,44.97,8719
04/18/2019 02,32.53,44.97,8639
04/18/2019 03,32.59,44.97,8621
04/18/2019 04,32.59,44.97,8621
04/18/2019 05,32.42,44.97,8672
04/18/2019 06,32.37,44.96,8882
04/18/2019 07,30.99,44.95,9221
04/18/2019 08,32.58,44.93,9526
04/18/2019 09,33.37,44.92,9653
04/18/2019 10,33.57,44.9,9705
04/18/2019 11,32.56,44.88,9726
04/18/2019 12,32.56,44.87,9724
04/18/2019 13,31.26,44.84,9701
04/18/2019 14,31.46,44.78,9715
04/18/2019 15,32.21,44.75,9688
04/18/2019 16,32.51,44.72,9697
04/18/2019 17,32.21,44.7,9685
04/18/2019 18,32.22,44.67,9613
04/18/2019 19,30.44,44.65,9457
04/18/2019 20,28.47,44.62,9428
04/18/2019 21,30.44,43.78,9481
04/18/2019 22,29.22,43.7,9464
04/18/2019 23,27.03,43.67,9213
04/18/2019 24,26.28,43.65,8914
04/19/2019 01,25.93,43.62,8714
04/19/2019 02,25.77,43.59,8610
04/19/2019 03,24.86,43.58,8562
04/19/2019 04,24.95,43.57,8541
04/19/2019 05,25.37,43.55,8544
04/19/2019 06,23.92,43.53,8601
04/19/2019 07,24.7,43.45,8685
04/19/2019 08,24.8,43.37,8765
04/19/2019 09,27.97,43.3,8982
04/19/2019 10,28.46,43.26,9175
04/19/2019 11,28.46,43.24,9298
04/19/2019 12,29.11,43.21,9324
04/19/2019 13,32.58,43.19,9332
04/19/2019 14,32.58,43.12,9278
04/19/2019 15,32.59,43.07,9238
04/19/2019 16,32.59,42.99,9215
04/19/2019 17,32.59,42.93,9234
04/19/2019 18,32.58,41.92,9275
04/19/2019 19,28.9,41.84,9224
04/19/2019 20,31.88,41.81,9195
04/19/2019 21,32.58,41.27,9240
04/19/2019 22,29.57,41.07,9323
04/19/2019 23,28.46,41.05,9144
04/19/2019 24,28.58,41.03,8919
04/20/2019 01,32.3,41.03,8767
04/20/2019 02,32.49,41.01,8680
04/20/2019 03,29.5,40.99,8608
04/20/2019 04,28.46,40.97,8586
04/20/2019 05,28.47,40.95,8615
04/20/2019 06,28.47,40.92,8675
04/20/2019 07,28.46,40.84,8702
04/20/2019 08,28.32,40.77,8813
04/20/2019 09,28.73,40.68,9042
04/20/2019 10,32.59,39.71,9251
04/20/2019 11,32.95,38.82,9359
04/20/2019 12,33.1,38.66,9345
04/20/2019 13,32.59,38.65,9272
04/20/2019 14,32.59,38.65,9210
04/20/2019 15,32.59,38.63,9179
04/20/2019 16,32.59,38.55,9249
04/20/2019 17,32.59,38.47,9295
04/20/2019 18,32.59,38.44,9290
04/20/2019 19,32.59,38.44,9183
04/20/2019 20,32.59,38.38,9137
04/20/2019 21,32.59,38.3,9198
04/20/2019 22,33.01,38.27,9364
04/20/2019 23,33.57,38.27,9223
04/20/2019 24,33.57,38.27,8979
04/21/2019 01,33.11,38.27,8821
04/21/2019 02,32.59,38.27,8718
04/21/2019 03,32.59,38.27,8681
04/21/2019 04,32.59,38.27,8655
04/21/2019 05,32.59,38.27,8651
04/21/2019 06,32.59,38.27,8711
04/21/2019 07,32.59,38.27,8697
04/21/2019 08,29.38,38.26,8782
04/21/2019 09,28.47,38.26,8950
04/21/2019 10,32.24,38.2,9097
04/21/2019 11,32.49,38.12,9141
04/21/2019 12,31.33,38.07,9174
04/21/2019 13,28.47,38.02,9182
04/21/2019 14,28.42,37.97,9161
04/21/2019 15,32.44,37.95,9135
04/21/2019 16,32.45,37.92,9102
04/21/2019 17,28.78,37.89,9176
04/21/2019 18,28.46,37.87,9117
04/21/2019 19,28.46,37.85,9057
04/21/2019 20,28.46,37.84,9055
04/21/2019 21,28.44,37.83,9119
04/21/2019 22,28.42,37.8,9234
04/21/2019 23,25.42,37.77,9042
04/21/2019 24,24.93,37.73,8796
04/22/2019 01,24.95,37.7,8626
04/22/2019 02,26.25,37.69,8553
04/22/2019 03,26.16,37.68,8543
04/22/2019 04,24.85,37.67,8531
04/22/2019 05,27.15,37.66,8597
04/22/2019 06,28.43,37.65,8761
04/22/2019 07,28.34,37.64,8937
04/22/2019 08,29.31,37.63,9224
04/22/2019 09,32.57,37.62,9458
04/22/2019 10,29.83,37.6,9581
04/22/2019 11,25.87,37.58,9600
04/22/2019 12,26.05,37.54,9638
04/22/2019 13,26.87,37.51,9640
04/22/2019 14,26.79,37.48,9664
04/22/2019 15,26.79,37.46,9690
04/22/2019 16,26.79,37.43,9709
04/22/2019 17,26.79,37.41,9736
04/22/2019 18,25.64,37.39,9693
04/22/2019 19,25.76,37.37,9557
04/22/2019 20,26.41,37.36,9486
04/22/2019 21,27.15,37.35,9491
04/22/2019 22,27.14,37.35,9532
04/22/2019 23,23.17,37.33,9230
04/22/2019 24,26.12,37.33,8940
04/23/2019 01,27.64,37.32,8771
04/23/2019 02,25.69,37.3,8647
04/23/2019 03,24.84,37.29,8590
04/23/2019 04,24.53,37.28,8596
04/23/2019 05,26.23,37.27,8631
04/23/2019 06,27.43,37.26,8710
04/23/2019 07,28.41,37.24,9018
04/23/2019 08,28.46,37.23,9339
04/23/2019 09,31.87,37.23,9585
04/23/2019 10,31.48,37.22,9662
04/23/2019 11,33.57,37.21,9713
04/23/2019 12,32.22,37.2,9721
04/23/2019 13,29.51,37.18,9692
04/23/2019 14,28.46,37.16,9730
04/23/2019 15,28.28,37.14,9716
04/23/2019 16,28.34,37.12,9764
04/23/2019 17,28.15,37.1,9769
04/23/2019 18,25.7,37.06,9710
04/23/2019 19,25.12,37.03,9618
04/23/2019 20,25.2,37.01,9557
04/23/2019 21,25.76,36.97,9575
04/23/2019 22,30.33,36.94,9641
04/23/2019 23,28.46,36.91,9394
04/23/2019 24,30.7,36.9,9100
04/24/2019 01,31.97,36.9,8840
04/24/2019 02,28.47,36.89,8725
04/24/2019 03,28.47,36.87,8690
04/24/2019 04,28.47,36.86,8639
04/24/2019 05,28.68,36.85,8660
04/24/2019 06,30.97,36.84,8842
04/24/2019 07,32.58,36.84,9083
04/24/2019 08,32.71,36.82,9397
04/24/2019 09,33.23,36.8,9608
04/24/2019 10,40.93,36.8,9646
04/24/2019 11,33.19,36.77,9667
04/24/2019 12,33.36,36.76,9706
04/24/2019 13,31.81,36.76,9691
04/24/2019 14,30.71,36.75,9711
04/24/2019 15,31.44,36.75,9705
04/24/2019 16,31.83,36.75,9726
04/24/2019 17,28.47,36.74,9765
04/24/2019 18,28.47,36.74,9727
04/24/2019 19,28.46,36.73,9592
04/24/2019 20,28.44,36.72,9550
04/24/2019 21,29.82,36.7,9566
04/24/2019 22,32.58,36.69,9661
04/24/2019 23,32.58,36.69,9404
04/24/2019 24,32.58,36.69,9053
04/25/2019 01,32.45,36.69,8814
04/25/2019 02,28.47,36.68,8758
04/25/2019 03,28.47,36.67,8710
04/25/2019 04,28.46,36.67,8693
04/25/2019 05,28.46,36.66,8716
04/25/2019 06,32.57,36.65,8855
04/25/2019 07,32.72,36.65,9155
04/25/2019 08,33.18,36.65,9467
04/25/2019 09,35.19,36.66,9622
04/25/2019 10,33.57,36.65,9655
04/25/2019 11,33.48,36.65,9672
04/25/2019 12,33.26,36.65,9730
04/25/2019 13,32.59,36.65,9670
04/25/2019 14,33.34,36.65,9710
04/25/2019 15,33.29,36.65,9676
04/25/2019 16,33.76,36.65,9680
04/25/2019 17,41.44,36.66,9691
04/25/2019 18,37.12,36.67,9680
04/25/2019 19,39.36,36.68,9536
04/25/2019 20,53.77,36.72,9471
04/25/2019 21,50.08,36.75,9494
04/25/2019 22,43.76,36.76,9598
04/25/2019 23,32.44,36.76,9328
04/25/2019 24,32.24,36.77,9014
04/26/2019 01,28.47,36.76,8750
04/26/2019 02,28.46,36.76,8641
04/26/2019 03,28.47,36.75,8558
04/26/2019 04,28.03,36.74,8561
04/26/2019 05,28.45,36.74,8657
04/26/2019 06,28.47,36.73,8870
04/26/2019 07,32.12,36.73,9110
04/26/2019 08,32.59,36.73,9448
04/26/2019 09,33.49,36.72,9632
04/26/2019 10,33.06,36.7,9682
04/26/2019 11,33.27,36.69,9699
04/26/2019 12,30.79,36.67,9696
04/26/2019 13,29.61,36.65,9695
04/26/2019 14,29.63,36.64,9684
04/26/2019 15,32.58,36.64,9661
04/26/2019 16,32.58,36.63,9687
04/26/2019 17,32.59,36.63,9694
04/26/2019 18,33.31,36.63,9671
04/26/2019 19,33.49,36.63,9560
04/26/2019 20,33.57,36.64,9450
04/26/2019 21,40.59,36.65,9446
04/26/2019 22,32.59,36.64,9543
04/26/2019 23,31.54,36.64,9293
04/26/2019 24,30.43,36.64,9013
04/27/2019 01,26.92,36.64,8764
04/27/2019 02,26.51,36.63,8648
04/27/2019 03,25.7,36.62,8607
04/27/2019 04,24.83,36.61,8620
04/27/2019 05,24.78,36.59,8664
04/27/2019 06,28.9,36.57,8792
04/27/2019 07,28.46,36.54,8881
04/27/2019 08,28.46,36.52,9074
04/27/2019 09,28.47,36.5,9350
04/27/2019 10,31.08,36.49,9541
04/27/2019 11,29.48,36.48,9605
04/27/2019 12,27.57,36.45,9449
04/27/2019 13,30.17,36.44,9364
04/27/2019 14,31.35,36.43,9325
04/27/2019 15,32.17,36.42,9295
04/27/2019 16,32.41,36.41,9341
04/27/2019 17,32.59,36.4,9417
04/27/2019 18,33.41,36.4,9526
04/27/2019 19,30.18,36.4,9395
04/27/2019 20,27.48,36.39,9202
04/27/2019 21,27.26,36.38,9250
04/27/2019 22,28.46,36.36,9334
04/27/2019 23,28.22,36.35,9142
04/27/2019 24,24.75,36.34,8810
04/28/2019 01,20.94,36.33,8515
04/28/2019 02,22.97,36.31,8311
04/28/2019 03,14.92,36.29,8278
04/28/2019 04,14.69,36.26,8256
04/28/2019 05,16.68,36.24,8203
04/28/2019 06,21.83,36.22,8322
04/28/2019 07,22.58,36.21,8260
04/28/2019 08,21.98,36.19,8388
04/28/2019 09,25.98,36.18,8626
04/28/2019 10,28.47,36.18,8862
04/28/2019 11,28.47,36.17,9082
04/28/2019 12,30.52,36.15,9103
04/28/2019 13,32.58,36.14,9123
04/28/2019 14,32.59,36.14,9122
04/28/2019 15,32.97,36.14,9115
04/28/2019 16,33.28,36.14,9130
04/28/2019 17,32.59,36.14,9236
04/28/2019 18,36.19,36.14,9348
04/28/2019 19,38.08,36.15,9264
04/28/2019 20,37.65,36.15,9159
04/28/2019 21,49.37,36.18,9202
04/28/2019 22,88.95,36.25,9319
04/28/2019 23,59.03,36.29,9156
04/28/2019 24,33.57,36.29,8884
04/29/2019 01,44.69,36.31,8688
04/29/2019 02,43.86,36.32,8601
04/29/2019 03,33.33,36.32,8542
04/29/2019 04,32.49,36.32,8531
04/29/2019 05,32.58,36.32,8634
04/29/2019 06,49.14,36.35,8911
04/29/2019 07,742.95,37.33,9043
04/29/2019 08,548.61,38.05,9307
04/29/2019 09,619.08,38.86,9405
04/29/2019 10,185.31,39.07,9603
04/29/2019 11,206.49,39.31,9609
04/29/2019 12,239.18,39.6,9557
04/29/2019 13,113.47,39.71,9677
04/29/2019 14,92.41,39.8,9752
04/29/2019 15,78.27,39.86,9713
04/29/2019 16,181.11,40.06,9643
04/29/2019 17,155.1,40.23,9738
04/29/2019 18,132.11,40.37,9665
04/29/2019 19,94.19,40.46,9543
04/29/2019 20,90,40.54,9475
04/29/2019 21,90,40.62,9475
04/29/2019 22,94.37,40.7,9584
04/29/2019 23,69.19,40.75,9294
04/29/2019 24,33.31,40.75,9062
04/30/2019 01,33.42,40.75,8828
04/30/2019 02,31.49,40.75,8721
04/30/2019 03,29.21,40.74,8678
04/30/2019 04,32.59,40.74,8690
04/30/2019 05,32.59,40.74,8736
04/30/2019 06,38.78,40.75,8911
04/30/2019 07,37.91,40.76,9265
04/30/2019 08,44.94,40.77,9665
04/30/2019 09,56.73,40.81,9817
04/30/2019 10,46.55,40.82,9870
04/30/2019 11,32.87,40.82,9896
04/30/2019 12,32.59,40.82,9890
04/30/2019 13,26.62,40.81,9839
04/30/2019 14,26.54,40.8,9835
04/30/2019 15,26.08,40.79,9814
04/30/2019 16,27.77,40.79,9794
04/30/2019 17,28.47,40.77,9847
04/30/2019 18,36.23,40.77,9824
04/30/2019 19,33.57,40.76,9731
04/30/2019 20,33.57,40.75,9729
04/30/2019 21,47.84,40.75,9802
04/30/2019 22,70.27,40.8,9818
04/30/2019 23,40.63,40.81,9607
04/30/2019 24,32.59,40.8,9285
05/01/2019 01,32.58,40.8,9089
05/01/2019 02,29.63,40.79,8928
05/01/2019 03,31.62,40.79,8810
05/01/2019 04,32.59,40.79,8795
05/01/2019 05,32.59,40.79,8841
05/01/2019 06,33.16,40.79,9052
05/01/2019 07,39.21,40.8,9331
05/01/2019 08,64.23,40.84,9684
05/01/2019 09,48.78,40.86,9816
05/01/2019 10,86.38,40.92,9830
05/01/2019 11,47.29,40.93,9817
05/01/2019 12,43.49,40.92,9805
05/01/2019 13,61.8,40.94,9721
05/01/2019 14,34.03,40.92,9739
05/01/2019 15,47.29,40.92,9754
05/01/2019 16,48.71,40.93,9758
05/01/2019 17,44.72,40.92,9768
05/01/2019 18,37.85,40.91,9755
05/01/2019 19,33.57,40.9,9657
05/01/2019 20,62.32,40.92,9668
05/01/2019 21,47.74,40.91,9645
05/01/2019 22,32.59,40.88,9668
05/01/2019 23,32.59,40.84,9444
05/01/2019 24,29.97,40.81,9134
05/02/2019 01,27.23,40.8,8948
05/02/2019 02,26.61,40.78,8917
05/02/2019 03,27.57,40.75,8864
05/02/2019 04,28.44,40.73,8859
05/02/2019 05,30.85,40.71,8860
05/02/2019 06,33.04,40.7,9049
05/02/2019 07,31.97,40.65,9402
05/02/2019 08,48.38,40.56,9739
05/02/2019 09,47.79,40.5,9799
05/02/2019 10,63.07,40.47,9784
05/02/2019 11,38.5,40.44,9738
05/02/2019 12,45.14,40.43,9747
05/02/2019 13,50.33,40.45,9696
05/02/2019 14,79.11,40.49,9708
05/02/2019 15,86.45,40.5,9632
05/02/2019 16,86.45,40.5,9620
05/02/2019 17,70.08,40.49,9649
05/02/2019 18,67.87,40.43,9685
05/02/2019 19,65.45,40.45,9636
05/02/2019 20,37.59,40.42,9582
05/02/2019 21,32.69,40.39,9618
05/02/2019 22,32.59,40.38,9680
05/02/2019 23,32.26,40.38,9462
05/02/2019 24,29.65,40.38,9157
05/03/2019 01,26.69,40.37,8933
05/03/2019 02,26.27,40.36,8813
05/03/2019 03,25.91,40.35,8756
05/03/2019 04,23.56,40.34,8742
05/03/2019 05,24.42,40.33,8738
05/03/2019 06,26.01,40.32,8915
05/03/2019 07,28.26,40.29,9208
05/03/2019 08,31.42,40.29,9642
05/03/2019 09,32.57,40.28,9714
05/03/2019 10,32.58,40.27,9764
05/03/2019 11,32.58,40.25,9837
05/03/2019 12,32.58,40.24,9839
05/03/2019 13,32.59,40.24,9813
05/03/2019 14,32.58,40.23,9818
05/03/2019 15,32.58,40.23,9770
05/03/2019 16,32.59,40.23,9793
05/03/2019 17,32.58,40.23,9804
05/03/2019 18,32.58,40.23,9809
05/03/2019 19,30.75,40.23,9707
05/03/2019 20,28.47,40.23,9677
05/03/2019 21,32.22,40.22,9702
05/03/2019 22,33.37,40.23,9753
05/03/2019 23,34.37,40.23,9589
05/03/2019 24,38.68,40.24,9315
05/04/2019 01,33.42,40.24,9112
05/04/2019 02,32.59,40.25,8974
05/04/2019 03,33.24,40.25,8894
05/04/2019 04,32.7,40.26,8862
05/04/2019 05,33.31,40.27,8865
05/04/2019 06,65.43,40.32,8872
05/04/2019 07,60.49,40.36,8868
05/04/2019 08,41.79,40.37,9091
05/04/2019 09,58.49,40.39,9377
05/04/2019 10,90.83,40.46,9502
05/04/2019 11,62.12,40.5,9618
05/04/2019 12,47.01,40.52,9679
05/04/2019 13,47.46,40.54,9637
05/04/2019 14,46.72,40.56,9554
05/04/2019 15,43.03,40.58,9527
05/04/2019 16,43.83,40.59,9479
05/04/2019 17,44.8,40.61,9537
05/04/2019 18,42.79,40.62,9570
05/04/2019 19,43.67,40.63,9483
05/04/2019 20,41.7,40.64,9436
05/04/2019 21,42.27,40.66,9452
05/04/2019 22,47.25,40.68,9527
05/04/2019 23,116.01,40.79,9283
05/04/2019 24,44.21,40.81,9093
05/05/2019 01,43.65,40.83,8936
05/05/2019 02,43.8,40.84,8812
05/05/2019 03,40.05,40.85,8731
05/05/2019 04,33.67,40.85,8701
05/05/2019 05,33.28,40.85,8734
05/05/2019 06,33.57,40.84,8770
05/05/2019 07,33.29,40.79,8761
05/05/2019 08,37.47,40.76,8882
05/05/2019 09,39.04,40.74,9068
05/05/2019 10,40.14,40.7,9193
05/05/2019 11,40.78,40.21,9309
05/05/2019 12,43.18,40.11,9389
05/05/2019 13,43.52,39.94,9413
05/05/2019 14,43.48,39.94,9396
05/05/2019 15,41.16,39.95,9358
05/05/2019 16,42.27,39.55,9349
05/05/2019 17,44.37,39.32,9429
05/05/2019 18,71.96,39.36,9526
05/05/2019 19,50.27,39.32,9483
05/05/2019 20,60.53,39.36,9421
05/05/2019 21,60.7,39.38,9381
05/05/2019 22,44.83,39.38,9449
05/05/2019 23,42.72,39.4,9277
05/05/2019 24,40.08,39.41,8996
05/06/2019 01,34.19,39.41,8790
05/06/2019 02,34.73,39.41,8696
05/06/2019 03,33.88,39.41,8656
05/06/2019 04,32.59,39.42,8626
05/06/2019 05,33.21,39.43,8674
05/06/2019 06,33.7,39.44,8831
05/06/2019 07,41.23,39.46,9159
05/06/2019 08,41.65,39.47,9549
05/06/2019 09,44,39.5,9686
05/06/2019 10,69.98,39.55,9748
05/06/2019 11,198.57,39.78,9648
05/06/2019 12,44.2,39.8,9747
05/06/2019 13,51.12,39.83,9711
05/06/2019 14,147.42,39.99,9587
05/06/2019 15,70.84,40.04,9622
05/06/2019 16,39.22,40.05,9678
05/06/2019 17,51.41,40.08,9721
05/06/2019 18,51.41,40.11,9682
05/06/2019 19,45.65,40.13,9546
05/06/2019 20,47.63,40.16,9516
05/06/2019 21,44.1,40.18,9492
05/06/2019 22,40.61,40.19,9569
05/06/2019 23,33.05,40.19,9348
05/06/2019 24,33,40.19,9021
05/07/2019 01,32.15,40.19,8811
05/07/2019 02,28.47,40.2,8707
05/07/2019 03,28.47,40.2,8607
05/07/2019 04,28.46,40.2,8609
05/07/2019 05,28.47,40.2,8650
05/07/2019 06,31.46,40.2,8806
05/07/2019 07,33.55,40.21,9089
05/07/2019 08,33.56,40.22,9441
05/07/2019 09,36.56,40.22,9599
05/07/2019 10,43.78,40.24,9617
05/07/2019 11,35.4,40.24,9608
05/07/2019 12,34.36,40.25,9630
05/07/2019 13,45.9,40.26,9579
05/07/2019 14,46.58,40.29,9577
05/07/2019 15,37.59,40.3,9567
05/07/2019 16,40.47,40.32,9539
05/07/2019 17,46.04,40.34,9601
05/07/2019 18,45.79,40.37,9567
05/07/2019 19,40.23,40.38,9377
05/07/2019 20,33.57,40.39,9325
05/07/2019 21,33.57,40.39,9323
05/07/2019 22,38.95,40.41,9394
05/07/2019 23,34.34,40.41,9236
05/07/2019 24,32.48,40.41,8890
05/08/2019 01,32.5,40.42,8719
05/08/2019 02,32.58,40.42,8595
05/08/2019 03,32.58,40.43,8528
05/08/2019 04,32.58,40.44,8521
05/08/2019 05,32.58,40.44,8628
05/08/2019 06,32.59,40.44,8795
05/08/2019 07,33.52,40.44,9045
05/08/2019 08,32.59,40.44,9421
05/08/2019 09,33.44,40.41,9562
05/08/2019 10,33.57,40.4,9632
05/08/2019 11,33.57,40.39,9640
05/08/2019 12,41.54,40.36,9654
05/08/2019 13,49.03,40.35,9660
05/08/2019 14,49.98,40.34,9686
05/08/2019 15,49.98,40.34,9684
05/08/2019 16,46.85,40.34,9674
05/08/2019 17,45.42,40.33,9753
05/08/2019 18,34.41,40.3,9708
05/08/2019 19,37.07,40.29,9532
05/08/2019 20,38.82,40.27,9407
05/08/2019 21,35.61,40.25,9387
05/08/2019 22,38.38,40.25,9423
05/08/2019 23,37.71,40.26,9197
05/08/2019 24,34.81,40.26,8879
05/09/2019 01,32.24,40.26,8713
05/09/2019 02,30.22,40.26,8592
05/09/2019 03,30.22,40.25,8552
05/09/2019 04,31.16,40.25,8597
05/09/2019 05,32.58,40.25,8671
05/09/2019 06,32.97,40.25,8812
05/09/2019 07,33.19,40.26,9057
05/09/2019 08,41.54,40.27,9453
05/09/2019 09,45.09,40.28,9647
05/09/2019 10,93.44,40.36,9674
05/09/2019 11,256.92,40.67,9662
05/09/2019 12,65.81,40.71,9712
05/09/2019 13,57.63,40.75,9676
05/09/2019 14,270.29,41.08,9587
05/09/2019 15,706.47,42.01,9562
05/09/2019 16,269.95,42.34,9569
05/09/2019 17,217.38,42.57,9653
05/09/2019 18,41.4,42.55,9612
05/09/2019 19,41.24,42.56,9459
05/09/2019 20,43.14,42.57,9389
05/09/2019 21,40.95,42.58,9331
05/09/2019 22,33.57,42.56,9347
05/09/2019 23,31.98,42.56,9082
05/09/2019 24,29.01,42.56,8716
05/10/2019 01,29.9,42.56,8433
05/10/2019 02,32.81,42.56,8277
05/10/2019 03,32.45,42.55,8164
05/10/2019 04,28.47,42.55,8131
05/10/2019 05,28.47,42.54,8192
05/10/2019 06,32.58,42.54,8377
05/10/2019 07,32.56,42.52,8746
05/10/2019 08,32.53,42.5,9164
05/10/2019 09,32.58,42.49,9386
05/10/2019 10,32.59,42.47,9499
05/10/2019 11,32.59,42.45,9569
05/10/2019 12,33.09,42.45,9580
05/10/2019 13,33.41,42.45,9577
05/10/2019 14,39.54,42.46,9574
05/10/2019 15,40.98,42.47,9524
05/10/2019 16,40.67,42.48,9487
05/10/2019 17,39.96,42.49,9423
05/10/2019 18,39.47,42.5,9436
05/10/2019 19,36.41,42.51,9316
05/10/2019 20,35.73,42.51,9231
05/10/2019 21,38.78,42.52,9148
05/10/2019 22,42.58,42.53,9140
05/10/2019 23,49.89,42.56,9046
05/10/2019 24,49.01,42.58,8704
05/11/2019 01,39.94,42.6,8524
05/11/2019 02,39.2,42.61,8390
05/11/2019 03,35.1,42.62,8287
05/11/2019 04,35.1,42.63,8305
05/11/2019 05,35.1,42.64,8305
05/11/2019 06,34.54,42.65,8306
05/11/2019 07,33.57,42.65,8274
05/11/2019 08,36.78,42.65,8403
05/11/2019 09,35.84,42.66,8639
05/11/2019 10,39.89,42.67,8874
05/11/2019 11,46.58,42.69,8977
05/11/2019 12,46.85,42.7,9051
05/11/2019 13,49.84,42.71,9075
05/11/2019 14,46,42.73,8995
05/11/2019 15,49.29,42.75,8990
05/11/2019 16,54.03,42.77,9022
05/11/2019 17,49.26,42.78,9090
05/11/2019 18,44.32,42.79,9112
05/11/2019 19,41.43,42.8,9076
05/11/2019 20,37.82,42.8,9040
05/11/2019 21,33.86,42.77,8988
05/11/2019 22,29.52,42.71,8954
05/11/2019 23,31.68,42.7,8833
05/11/2019 24,32.04,42.69,8556
05/12/2019 01,32.59,42.69,8401
05/12/2019 02,32.59,42.69,8263
05/12/2019 03,29.77,42.69,8169
05/12/2019 04,28.47,42.68,8160
05/12/2019 05,28.46,42.68,8153
05/12/2019 06,28.47,42.67,8148
05/12/2019 07,28.46,42.66,8142
05/12/2019 08,29.9,42.6,8314
05/12/2019 09,32.94,42.52,8592
05/12/2019 10,32.6,42.4,8838
05/12/2019 11,33.21,42.3,9015
05/12/2019 12,38.5,42.24,9033
05/12/2019 13,39.14,42.21,9090
05/12/2019 14,39.14,42.18,9147
